avg_sentence_len,type_token_ratio,noun_ratio,verb_ratio,adj_ratio,punct_freq,readability,label
17.558823529411764,0.47438330170777987,0.28328611898017,0.08073654390934844,0.1274787535410765,0.12606232294617564,18.115423913043514,1
19.703703703703702,0.5255319148936171,0.29439252336448596,0.09813084112149532,0.14330218068535824,0.14953271028037382,16.453883265856973,1
18.310344827586206,0.4989339019189765,0.29890453834115804,0.09546165884194054,0.14710485133020346,0.14397496087636932,11.943451967592637,1
21.52,0.5,0.29559748427672955,0.0880503144654088,0.1430817610062893,0.13050314465408805,13.916275446092015,1
23.08695652173913,0.48936170212765956,0.2800632911392405,0.09177215189873418,0.1550632911392405,0.1360759493670886,11.410394502757555,1
20.46153846153846,0.5085470085470085,0.29337539432176657,0.08990536277602523,0.1498422712933754,0.13722397476340695,7.468692248787534,1
19.62962962962963,0.5032537960954447,0.2852664576802508,0.10031347962382445,0.14890282131661442,0.14576802507836992,7.182474112426036,1
20.56,0.5133928571428571,0.2845659163987138,0.10128617363344052,0.1495176848874598,0.1495176848874598,3.7142895015906845,1
23.61904761904762,0.542528735632184,0.30574324324324326,0.09797297297297297,0.1570945945945946,0.13682432432432431,10.580245614035107,1
19.962962962962962,0.5010482180293501,0.28726708074534163,0.09161490683229814,0.15527950310559005,0.13975155279503104,4.438226156069362,1
20.115384615384617,0.5273522975929978,0.2893481717011129,0.10015898251192369,0.1494435612082671,0.14467408585055644,6.4840007485030355,1
21.96,0.5134575569358178,0.2824427480916031,0.10229007633587786,0.1480916030534351,0.13893129770992366,6.833289332563311,1
21.52,0.5105042016806722,0.2823712948517941,0.0967238689547582,0.1544461778471139,0.1372854914196568,6.936052543226509,1
21.6,0.5073684210526316,0.28527131782945736,0.10232558139534884,0.15348837209302327,0.13953488372093023,3.6696432768171974,1
21.6,0.5010570824524313,0.2894736842105263,0.09597523219814241,0.15325077399380804,0.14086687306501547,5.165019762845873,1
21.44,0.5063559322033898,0.28125,0.0953125,0.1546875,0.1390625,6.201418319966223,1
23.7,0.5358851674641149,0.28597122302158273,0.10251798561151079,0.14928057553956833,0.12949640287769784,10.867627753303992,1
23.61904761904762,0.5261958997722096,0.28865979381443296,0.09621993127147767,0.16494845360824742,0.13917525773195877,9.259245283018885,1
24.8,0.5159817351598174,0.2869415807560137,0.1013745704467354,0.15807560137457044,0.13402061855670103,7.612873949579836,1
24.9,0.5340909090909091,0.2879045996592845,0.09710391822827939,0.16013628620102216,0.13969335604770017,8.951813807531408,1
24.55,0.5263157894736842,0.2916666666666667,0.10069444444444445,0.1597222222222222,0.1371527777777778,7.9067827695560595,1
24.0,0.5234899328859061,0.2825719120135364,0.09983079526226735,0.16074450084602368,0.1353637901861252,8.088178694158074,1
25.1,0.5225225225225225,0.2910321489001692,0.09813874788494077,0.16074450084602368,0.13874788494077833,6.503790456431545,1
24.055555555555557,0.5459317585301837,0.29549902152641877,0.10176125244618395,0.15459882583170254,0.14481409001956946,6.894815930388262,1
25.05,0.5213483146067416,0.28862478777589134,0.09847198641765705,0.16129032258064516,0.13752122241086587,6.328271784232385,1
25.25,0.5191011235955056,0.28739495798319326,0.10084033613445378,0.15798319327731092,0.13949579831932774,4.856710743801671,1
25.3,0.5222222222222223,0.2895622895622896,0.09595959595959595,0.16161616161616163,0.13636363636363635,7.5345343942505565,1
25.25,0.5189309576837416,0.28836424957841483,0.09780775716694773,0.16020236087689713,0.13659359190556492,7.051981481481505,1
23.952380952380953,0.5167785234899329,0.2910321489001692,0.09644670050761421,0.16243654822335024,0.13705583756345177,6.779438016528957,1
25.2,0.515625,0.28716216216216217,0.09628378378378379,0.16216216216216217,0.13682432432432431,6.392796391752569,1
25.3,0.5155555555555555,0.28619528619528617,0.09764309764309764,0.16161616161616163,0.13636363636363635,6.839667864476439,1
25.2,0.515625,0.28716216216216217,0.09628378378378379,0.16216216216216217,0.13682432432432431,6.567229381443298,1
25.25,0.5167037861915368,0.2900505902192243,0.09780775716694773,0.16020236087689713,0.13659359190556492,6.529759259259265,1
25.2,0.5178571428571429,0.28716216216216217,0.09628378378378379,0.16047297297297297,0.13682432432432431,5.869497422680411,1
25.25,0.5144766146993318,0.28836424957841483,0.09780775716694773,0.16188870151770657,0.13659359190556492,6.529759259259265,1
25.1,0.515695067264574,0.288135593220339,0.09830508474576272,0.16271186440677965,0.13728813559322034,5.591072981366466,1
23.904761904761905,0.515695067264574,0.288135593220339,0.09661016949152543,0.16271186440677965,0.13728813559322034,7.167470496894424,1
25.2,0.5178571428571429,0.28885135135135137,0.09628378378378379,0.16216216216216217,0.13682432432432431,6.392796391752569,1
25.35,0.516629711751663,0.28739495798319326,0.09915966386554621,0.16134453781512606,0.1361344537815126,6.628016393442664,1
25.2,0.515625,0.28885135135135137,0.09628378378378379,0.16216216216216217,0.13682432432432431,5.869497422680411,1
25.15,0.5167785234899329,0.2876480541455161,0.09813874788494077,0.16243654822335024,0.13705583756345177,5.5558842975206915,1
25.2,0.515625,0.28885135135135137,0.09628378378378379,0.16047297297297297,0.13682432432432431,6.392796391752569,1
25.25,0.5167037861915368,0.28836424957841483,0.09780775716694773,0.16188870151770657,0.13659359190556492,5.659388888888913,1
